contract_no,cust_id,snapshot_date_d0,snapshot_date_dn,risk_segment_d0,risk_segment_dn,recovery_score_d0,recovery_score_dn,dpd_current_d0,dpd_current_dn,nba_recommendation_d0,nba_recommendation_dn,priority_level_d0,priority_level_dn,total_ots_d0,total_ots_dn,recovery_score_delta,dpd_delta,segment_changed,nba_changed
CTR-00287-1,CUST-00287,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1275,0.1022,837,867,Visit,Visit,Critical,Critical,3223000.0,3223000.0,-0.025300000000000003,30,False,False
CTR-00288-1,CUST-00288,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2569,0.2942,159,189,Somasi,Somasi,Critical,Critical,55692000.0,55692000.0,0.0373,30,False,False
CTR-00289-1,CUST-00289,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.061,0.2081,385,415,Somasi,Somasi,Critical,Critical,7920000.0,7920000.0,0.1471,30,False,False
CTR-00290-1,CUST-00290,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.3838,0.1977,423,453,Visit,Somasi,High,Critical,9232000.0,9232000.0,-0.1861,30,True,True
CTR-00291-1,CUST-00291,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.202,0.9239,269,299,Somasi,Deskcoll,Critical,Medium,10186000.0,10186000.0,0.7219,30,True,True
CTR-00292-1,CUST-00292,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6298,0.5251,316,346,Deskcoll,Deskcoll,Medium,Medium,10008000.0,9452000.0,-0.10470000000000002,30,False,False
CTR-00292-2,CUST-00292,2026-08-01,2026-08-31,Can Pay,Can Pay,0.649,0.501,347,377,Deskcoll,Deskcoll,Low,Low,2898000.0,2691000.0,-0.14800000000000002,30,False,False
CTR-00293-1,CUST-00293,2026-08-01,2026-08-31,Can Pay,Cannot Pay,0.5894,0.3434,302,332,Visit,Visit,Medium,High,9856000.0,9856000.0,-0.24600000000000005,30,True,False
CTR-00294-1,CUST-00294,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2469,0.5649,378,408,Somasi,Visit,Critical,Medium,7185000.0,7185000.0,0.31799999999999995,30,True,True
CTR-00294-2,CUST-00294,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0396,0.0278,485,515,Somasi,Somasi,Critical,Critical,10323000.0,10323000.0,-0.011800000000000005,30,False,False
CTR-00295-1,CUST-00295,2026-08-01,2026-08-31,Cannot Pay,Can Pay,0.3837,0.7097,347,377,Visit,Deskcoll,High,Medium,17210000.0,17210000.0,0.326,30,True,True
CTR-00295-2,CUST-00295,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.0574,0.1686,787,817,Somasi,Somasi,Critical,Critical,19916000.0,19150000.0,0.1112,30,False,False
CTR-00295-3,CUST-00295,2026-08-01,2026-08-31,Can Pay,Can Pay,0.6414,0.8545,235,265,Deskcoll,Deskcoll,High,High,32752000.0,32752000.0,0.21310000000000007,30,False,False
CTR-00296-1,CUST-00296,2026-08-01,2026-08-31,Cannot Pay,Cannot Pay,0.4402,0.3494,185,215,Visit,Visit,High,High,13566000.0,11628000.0,-0.09079999999999999,30,False,False
CTR-00297-1,CUST-00297,2026-08-01,2026-08-31,Cannot Pay,Won't Pay,0.4501,0.293,311,341,Visit,Visit,Medium,High,4452000.0,4452000.0,-0.15710000000000002,30,True,False
CTR-00298-1,CUST-00298,2026-08-01,2026-08-31,Can Pay,Can Pay,0.1649,0.1941,0,0,WA,WA,Medium,Medium,5520000.0,4600000.0,0.029200000000000004,0,False,False
CTR-00298-2,CUST-00298,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.1713,0.1195,505,535,Somasi,Somasi,Critical,Critical,6120000.0,6120000.0,-0.05180000000000001,30,False,False
CTR-00299-1,CUST-00299,2026-08-01,2026-08-31,Won't Pay,Won't Pay,0.2584,0.2449,459,489,Somasi,Visit,Critical,High,5410000.0,4869000.0,-0.013500000000000012,30,False,True
CTR-00300-1,CUST-00300,2026-08-01,2026-08-31,Won't Pay,Can Pay,0.2389,0.6411,221,251,Somasi,Deskcoll,Critical,Medium,19578000.0,19578000.0,0.4022,30,True,True
